reaction,origin,rule
R01224,map_rn2ko_viaKO_2plus,frozenset({'K25004'})
R01224,map_rn2ko_viaKO_2plus,frozenset({'K25009'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R01227,map_rn2ko_viaKO_2plus,frozenset({'K24242'})
R01228,map_rn2ko_viaKO_2plus,frozenset({'K00892'})
R01228,map_rn2ko_viaKO_2plus,frozenset({'K22026'})
R01229,map_rn2ko_viaKO_2plus,frozenset({'K00759'})
R01229,map_rn2ko_viaKO_2plus,frozenset({'K19836'})
R01229,map_rn2ko_viaKO_2plus,frozenset({'K00769'})
R01229,map_rn2ko_viaKO_2plus,frozenset({'K03816'})
R01229,map_rn2ko_viaKO_2plus,frozenset({'K15780'})
R01229,map_rn2ko_viaKO_2plus,frozenset({'K00760'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K13761'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K18438'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K13755'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K13298'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K13296'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K19021'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K18283'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K01120'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K13763'})
R01234,map_rn2ko_viaKO_2plus,frozenset({'K13762'})
R01238,map_rn2ko_viaKO_2plus,frozenset({'K03186'})
R01238,map_rn2ko_viaKO_2plus,frozenset({'K01612'})
R01238,map_rn2ko_viaKO_2plus,frozenset({'K21759'})
R01238,map_rn2ko_viaKO_2plus,frozenset({'K16239'})
R01244,map_rn2ko_viaKO_2plus,frozenset({'K01486'})
R01244,map_rn2ko_viaKO_2plus,frozenset({'K21053'})
R01245,map_rn2ko_viaKO_2plus,frozenset({'K01239'})
R01245,map_rn2ko_viaKO_2plus,frozenset({'K10213'})
R01246,map_rn2ko_viaKO_2plus,frozenset({'K19742'})
R01246,map_rn2ko_viaKO_2plus,frozenset({'K19743'})
R01249,map_rn2ko_viaKO_2plus,frozenset({'K19743'})
R01249,map_rn2ko_viaKO_2plus,frozenset({'K19742'})
R01262,map_rn2ko_viaKO_2plus,frozenset({'K18592'})
R01262,map_rn2ko_viaKO_2plus,frozenset({'K00681'})
R01268,map_rn2ko_viaKO_2plus,frozenset({'K08281'})
R01268,map_rn2ko_viaKO_2plus,frozenset({'K01440'})
R01273,map_rn2ko_viaKO_2plus,frozenset({'K01240'})
R01273,map_rn2ko_viaKO_2plus,frozenset({'K01239'})
R01274,map_rn2ko_viaKO_2plus,frozenset({'K17360'})
R01274,map_rn2ko_viaKO_2plus,frozenset({'K10806'})
R01274,map_rn2ko_viaKO_2plus,frozenset({'K10804'})
R01274,map_rn2ko_viaKO_2plus,frozenset({'K01074'})
R01274,map_rn2ko_viaKO_2plus,frozenset({'K10805'})
R01274,map_rn2ko_viaKO_2plus,frozenset({'K01068'})
R01288,map_rn2ko_viaKO_2plus,frozenset({'K01739'})
R01288,map_rn2ko_viaKO_2plus,frozenset({'K10764'})
R01300,map_rn2ko_viaKO_2plus,frozenset({'K20458'})
R01300,map_rn2ko_viaKO_2plus,frozenset({'K04105'})
R01310,map_rn2ko_viaKO_2plus,frozenset({'K17717'})
R01310,map_rn2ko_viaKO_2plus,frozenset({'K01115'})
R01310,map_rn2ko_viaKO_2plus,frozenset({'K16860'})
R01312,map_rn2ko_viaKO_2plus,frozenset({'K01114'})
R01312,map_rn2ko_viaKO_2plus,frozenset({'K16619'})
R01315,map_rn2ko_viaKO_2plus,frozenset({'K01047'})
R01315,map_rn2ko_viaKO_2plus,frozenset({'K16342'})
R01315,map_rn2ko_viaKO_2plus,frozenset({'K14621'})
R01315,map_rn2ko_viaKO_2plus,frozenset({'K14674'})
R01315,map_rn2ko_viaKO_2plus,frozenset({'K01058'})
R01315,map_rn2ko_viaKO_2plus,frozenset({'K16817'})
R01315,map_rn2ko_viaKO_2plus,frozenset({'K16343'})
R01316,map_rn2ko_viaKO_2plus,frozenset({'K16818'})
R01316,map_rn2ko_viaKO_2plus,frozenset({'K01058'})
R01316,map_rn2ko_viaKO_2plus,frozenset({'K16817'})
R01316,map_rn2ko_viaKO_2plus,frozenset({'K22389'})
R01317,map_rn2ko_viaKO_2plus,frozenset({'K01047'})
R01317,map_rn2ko_viaKO_2plus,frozenset({'K16342'})
R01317,map_rn2ko_viaKO_2plus,frozenset({'K14621'})
R01317,map_rn2ko_viaKO_2plus,frozenset({'K14674'})
R01317,map_rn2ko_viaKO_2plus,frozenset({'K01058'})
R01317,map_rn2ko_viaKO_2plus,frozenset({'K16817'})
R01317,map_rn2ko_viaKO_2plus,frozenset({'K16343'})
R01318,map_rn2ko_viaKO_2plus,frozenset({'K13512'})
R01318,map_rn2ko_viaKO_2plus,frozenset({'K13519'})
R01318,map_rn2ko_viaKO_2plus,frozenset({'K13515'})
R01318,map_rn2ko_viaKO_2plus,frozenset({'K13510'})
R01329,map_rn2ko_viaKO_2plus,frozenset({'K07406'})
R01329,map_rn2ko_viaKO_2plus,frozenset({'K01189'})
R01329,map_rn2ko_viaKO_2plus,frozenset({'K07407'})
R01332,map_rn2ko_viaKO_2plus,frozenset({'K19355'})
R01332,map_rn2ko_viaKO_2plus,frozenset({'K01218'})
R01348,map_rn2ko_viaKO_2plus,frozenset({'K07422'})
R01348,map_rn2ko_viaKO_2plus,frozenset({'K22887'})
R01348,map_rn2ko_viaKO_2plus,frozenset({'K20495'})
R01348,map_rn2ko_viaKO_2plus,frozenset({'K07425'})
R01348,map_rn2ko_viaKO_2plus,frozenset({'K15401'})
R01352,map_rn2ko_viaKO_2plus,frozenset({'K13700'})
R01352,map_rn2ko_viaKO_2plus,frozenset({'K13704'})
R01353,map_rn2ko_viaKO_2plus,frozenset({'K00925'})
R01353,map_rn2ko_viaKO_2plus,frozenset({'K19697'})
R01353,map_rn2ko_viaKO_2plus,frozenset({'K00932'})
R01354,map_rn2ko_viaKO_2plus,frozenset({'K01908'})
R01354,map_rn2ko_viaKO_2plus,frozenset({'K01895'})
R01359,map_rn2ko_viaKO_2plus,"frozenset({'K01035', 'K01034'})"
R01359,map_rn2ko_viaKO_2plus,frozenset({'K19709'})
R01365,map_rn2ko_viaKO_2plus,"frozenset({'K01035', 'K01034'})"
R01370,map_rn2ko_viaKO_2plus,frozenset({'K18606'})
R01370,map_rn2ko_viaKO_2plus,frozenset({'K23109'})
R01370,map_rn2ko_viaKO_2plus,frozenset({'K13574'})
R01371,map_rn2ko_viaKO_2plus,frozenset({'K13574'})
R01371,map_rn2ko_viaKO_2plus,frozenset({'K18606'})
R01384,map_rn2ko_viaKO_2plus,frozenset({'K12449'})
R01384,map_rn2ko_viaKO_2plus,frozenset({'K08678'})
R01392,map_rn2ko_viaKO_2plus,frozenset({'K15919'})
R01392,map_rn2ko_viaKO_2plus,frozenset({'K00090'})
R01392,map_rn2ko_viaKO_2plus,frozenset({'K18121'})
R01392,map_rn2ko_viaKO_2plus,frozenset({'K00049'})
R01392,map_rn2ko_viaKO_2plus,frozenset({'K22982'})
R01392,map_rn2ko_viaKO_2plus,frozenset({'K12972'})
R01395,map_rn2ko_viaKO_2plus,frozenset({'K01954'})
R01395,map_rn2ko_viaKO_2plus,"frozenset({'K01956', 'K01955'})"
R01395,map_rn2ko_viaKO_2plus,frozenset({'K00926'})
R01395,map_rn2ko_viaKO_2plus,frozenset({'K11541'})
R01395,map_rn2ko_viaKO_2plus,frozenset({'K11540'})
R01403,map_rn2ko_viaKO_2plus,frozenset({'K00208'})
R01403,map_rn2ko_viaKO_2plus,frozenset({'K00209'})
R01403,map_rn2ko_viaKO_2plus,frozenset({'K02371'})
R01404,map_rn2ko_viaKO_2plus,frozenset({'K10780'})
R01404,map_rn2ko_viaKO_2plus,frozenset({'K07512'})
R01404,map_rn2ko_viaKO_2plus,frozenset({'K00208'})
R01404,map_rn2ko_viaKO_2plus,frozenset({'K00668'})
R01404,map_rn2ko_viaKO_2plus,frozenset({'K00665'})
R01406,map_rn2ko_viaKO_2plus,frozenset({'K05939'})
R01406,map_rn2ko_viaKO_2plus,frozenset({'K01909'})
R01409,map_rn2ko_viaKO_2plus,frozenset({'K13033'})
R01409,map_rn2ko_viaKO_2plus,frozenset({'K08249'})
R01409,map_rn2ko_viaKO_2plus,frozenset({'K08248'})
R01411,map_rn2ko_viaKO_2plus,frozenset({'K03365'})
R01411,map_rn2ko_viaKO_2plus,frozenset({'K01485'})
R01414,map_rn2ko_viaKO_2plus,"frozenset({'K17723', 'K17722'})"
R01422,map_rn2ko_viaKO_2plus,frozenset({'K04105'})
R01422,map_rn2ko_viaKO_2plus,frozenset({'K04110'})
R01429,map_rn2ko_viaKO_2plus,frozenset({'K22185'})
R01429,map_rn2ko_viaKO_2plus,frozenset({'K14273'})
R01430,map_rn2ko_viaKO_2plus,frozenset({'K00078'})
R01430,map_rn2ko_viaKO_2plus,frozenset({'K14273'})
R01431,map_rn2ko_viaKO_2plus,frozenset({'K17743'})
R01431,map_rn2ko_viaKO_2plus,frozenset({'K00011'})
R01433,map_rn2ko_viaKO_2plus,frozenset({'K01198'})
R01433,map_rn2ko_viaKO_2plus,frozenset({'K15920'})
R01433,map_rn2ko_viaKO_2plus,frozenset({'K22268'})
R01434,map_rn2ko_viaKO_2plus,frozenset({'K00263'})
R01434,map_rn2ko_viaKO_2plus,frozenset({'K00271'})
R01446,map_rn2ko_viaKO_2plus,frozenset({'K19266'})
R01446,map_rn2ko_viaKO_2plus,frozenset({'K07248'})
R01462,map_rn2ko_viaKO_2plus,frozenset({'K14674'})
R01462,map_rn2ko_viaKO_2plus,frozenset({'K12298'})
R01462,map_rn2ko_viaKO_2plus,frozenset({'K01052'})
R01465,map_rn2ko_viaKO_2plus,frozenset({'K15789'})
R01465,map_rn2ko_viaKO_2plus,frozenset({'K00060'})
R01470,map_rn2ko_viaKO_2plus,frozenset({'K18695'})
R01470,map_rn2ko_viaKO_2plus,frozenset({'K18696'})
R01470,map_rn2ko_viaKO_2plus,frozenset({'K01126'})
R01492,map_rn2ko_viaKO_2plus,frozenset({'K04032'})
R01492,map_rn2ko_viaKO_2plus,frozenset({'K19221'})
R01492,map_rn2ko_viaKO_2plus,frozenset({'K00798'})
R01496,map_rn2ko_viaKO_2plus,frozenset({'K24622'})
R01496,map_rn2ko_viaKO_2plus,frozenset({'K24621'})
R01496,map_rn2ko_viaKO_2plus,frozenset({'K23727'})
R01496,map_rn2ko_viaKO_2plus,frozenset({'K04710'})
R01498,map_rn2ko_viaKO_2plus,frozenset({'K17108'})
R01498,map_rn2ko_viaKO_2plus,frozenset({'K01201'})
R01525,map_rn2ko_viaKO_2plus,frozenset({'K05352'})
R01525,map_rn2ko_viaKO_2plus,frozenset({'K21680'})
R01525,map_rn2ko_viaKO_2plus,frozenset({'K21681'})
R01526,map_rn2ko_viaKO_2plus,frozenset({'K22935'})
R01526,map_rn2ko_viaKO_2plus,frozenset({'K00853'})
R01526,map_rn2ko_viaKO_2plus,frozenset({'K24707'})
R01526,map_rn2ko_viaKO_2plus,frozenset({'K00875'})
R01547,map_rn2ko_viaKO_2plus,frozenset({'K00939'})
R01547,map_rn2ko_viaKO_2plus,frozenset({'K18533'})
R01547,map_rn2ko_viaKO_2plus,frozenset({'K18532'})
R01553,map_rn2ko_viaKO_2plus,frozenset({'K13033'})
R01553,map_rn2ko_viaKO_2plus,frozenset({'K14577'})
R01560,map_rn2ko_viaKO_2plus,frozenset({'K19572'})
R01560,map_rn2ko_viaKO_2plus,frozenset({'K01488'})
R01561,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R01561,map_rn2ko_viaKO_2plus,frozenset({'K09913'})
R01561,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R01562,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R01562,map_rn2ko_viaKO_2plus,frozenset({'K01119'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K08722'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R01569,map_rn2ko_viaKO_2plus,frozenset({'K24242'})
R01570,map_rn2ko_viaKO_2plus,frozenset({'K00756'})
R01570,map_rn2ko_viaKO_2plus,frozenset({'K09913'})
R01570,map_rn2ko_viaKO_2plus,frozenset({'K00758'})
R01574,map_rn2ko_viaKO_2plus,frozenset({'K00063'})
R01574,map_rn2ko_viaKO_2plus,frozenset({'K00062'})
R01575,map_rn2ko_viaKO_2plus,frozenset({'K00063'})
R01575,map_rn2ko_viaKO_2plus,frozenset({'K19590'})
R01579,map_rn2ko_viaKO_2plus,frozenset({'K23265'})
R01579,map_rn2ko_viaKO_2plus,frozenset({'K05597'})
R01579,map_rn2ko_viaKO_2plus,frozenset({'K01425'})
R01586,map_rn2ko_viaKO_2plus,"frozenset({'K22083', 'K22081', 'K22082'})"
R01590,map_rn2ko_viaKO_2plus,frozenset({'K11987'})
R01590,map_rn2ko_viaKO_2plus,frozenset({'K00509'})
R01593,map_rn2ko_viaKO_2plus,frozenset({'K00460'})
R01593,map_rn2ko_viaKO_2plus,frozenset({'K08022'})
R01593,map_rn2ko_viaKO_2plus,frozenset({'K19246'})
R01600,map_rn2ko_viaKO_2plus,frozenset({'K25026'})
R01600,map_rn2ko_viaKO_2plus,frozenset({'K00845'})
R01600,map_rn2ko_viaKO_2plus,frozenset({'K12407'})
R01600,map_rn2ko_viaKO_2plus,frozenset({'K00844'})
R01618,map_rn2ko_viaKO_2plus,frozenset({'K19710'})
R01618,map_rn2ko_viaKO_2plus,frozenset({'K00988'})
R01625,map_rn2ko_viaKO_2plus,frozenset({'K00997'})
R01625,map_rn2ko_viaKO_2plus,frozenset({'K06133'})
R01627,map_rn2ko_viaKO_2plus,frozenset({'K09483'})
R01627,map_rn2ko_viaKO_2plus,frozenset({'K15652'})
R01631,map_rn2ko_viaKO_2plus,"frozenset({'K00448', 'K00449'})"
R01632,map_rn2ko_viaKO_2plus,"frozenset({'K04100', 'K04101'})"
R01644,map_rn2ko_viaKO_2plus,frozenset({'K18120'})
R01644,map_rn2ko_viaKO_2plus,frozenset({'K00043'})
R01644,map_rn2ko_viaKO_2plus,frozenset({'K08318'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K08722'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R01664,map_rn2ko_viaKO_2plus,frozenset({'K24242'})
R01665,map_rn2ko_viaKO_2plus,frozenset({'K13799'})
R01665,map_rn2ko_viaKO_2plus,frozenset({'K13809'})
R01665,map_rn2ko_viaKO_2plus,frozenset({'K00945'})
R01665,map_rn2ko_viaKO_2plus,frozenset({'K13800'})
R01666,map_rn2ko_viaKO_2plus,frozenset({'K15519'})
R01666,map_rn2ko_viaKO_2plus,frozenset({'K00893'})
R01666,map_rn2ko_viaKO_2plus,frozenset({'K21057'})
R01677,map_rn2ko_viaKO_2plus,frozenset({'K01239'})
R01677,map_rn2ko_viaKO_2plus,frozenset({'K10213'})
R01678,map_rn2ko_viaKO_2plus,frozenset({'K12309'})
R01678,map_rn2ko_viaKO_2plus,"frozenset({'K12112', 'K12111'})"
R01678,map_rn2ko_viaKO_2plus,frozenset({'K01229'})
R01678,map_rn2ko_viaKO_2plus,frozenset({'K01190'})
R01682,map_rn2ko_viaKO_2plus,frozenset({'K01580'})
R01682,map_rn2ko_viaKO_2plus,frozenset({'K18966'})
R01685,map_rn2ko_viaKO_2plus,"frozenset({'K07256', 'K07255'})"
R01687,map_rn2ko_viaKO_2plus,frozenset({'K18592'})
R01687,map_rn2ko_viaKO_2plus,frozenset({'K00681'})
R01699,map_rn2ko_viaKO_2plus,frozenset({'K00163'})
R01699,map_rn2ko_viaKO_2plus,"frozenset({'K00161', 'K00162'})"
R01701,map_rn2ko_viaKO_2plus,frozenset({'K11381'})
R01701,map_rn2ko_viaKO_2plus,"frozenset({'K00167', 'K00166'})"
R01702,map_rn2ko_viaKO_2plus,frozenset({'K11381'})
R01702,map_rn2ko_viaKO_2plus,"frozenset({'K00167', 'K00166'})"
R01706,map_rn2ko_viaKO_2plus,frozenset({'K10781'})
R01706,map_rn2ko_viaKO_2plus,frozenset({'K00665'})
R01710,map_rn2ko_viaKO_2plus,frozenset({'K00275'})
R01710,map_rn2ko_viaKO_2plus,frozenset({'K23998'})
R01711,map_rn2ko_viaKO_2plus,frozenset({'K00275'})
R01711,map_rn2ko_viaKO_2plus,frozenset({'K23998'})
R01711,map_rn2ko_viaKO_2plus,frozenset({'K18607'})
R01716,map_rn2ko_viaKO_2plus,frozenset({'K03342'})
R01716,map_rn2ko_viaKO_2plus,frozenset({'K13950'})
R01716,map_rn2ko_viaKO_2plus,"frozenset({'K01664', 'K01665'})"
R01718,map_rn2ko_viaKO_2plus,frozenset({'K01182'})
R01718,map_rn2ko_viaKO_2plus,frozenset({'K01203'})
R01720,map_rn2ko_viaKO_2plus,"frozenset({'K20447', 'K20445', 'K20446', 'K20448'})"
R01737,map_rn2ko_viaKO_2plus,frozenset({'K00851'})
R01737,map_rn2ko_viaKO_2plus,frozenset({'K25031'})
R01739,map_rn2ko_viaKO_2plus,frozenset({'K22229'})
R01739,map_rn2ko_viaKO_2plus,frozenset({'K00090'})
R01741,map_rn2ko_viaKO_2plus,"frozenset({'K06151', 'K06152'})"
R01752,map_rn2ko_viaKO_2plus,frozenset({'K00149'})
R01752,map_rn2ko_viaKO_2plus,frozenset({'K14085'})
R01752,map_rn2ko_viaKO_2plus,frozenset({'K00128'})
R01757,map_rn2ko_viaKO_2plus,frozenset({'K19660'})
R01757,map_rn2ko_viaKO_2plus,frozenset({'K13873'})
R01762,map_rn2ko_viaKO_2plus,frozenset({'K01209'})
R01762,map_rn2ko_viaKO_2plus,frozenset({'K20844'})
R01762,map_rn2ko_viaKO_2plus,frozenset({'K15921'})
R01767,map_rn2ko_viaKO_2plus,frozenset({'K20802'})
R01767,map_rn2ko_viaKO_2plus,frozenset({'K08248'})
R01768,map_rn2ko_viaKO_2plus,"frozenset({'K11178', 'K13483', 'K11177'})"
R01768,map_rn2ko_viaKO_2plus,"frozenset({'K13481', 'K13480', 'K13482'})"
R01768,map_rn2ko_viaKO_2plus,"frozenset({'K13480', 'K13479', 'K00087'})"
R01768,map_rn2ko_viaKO_2plus,frozenset({'K00106'})
R01770,map_rn2ko_viaKO_2plus,frozenset({'K01239'})
R01770,map_rn2ko_viaKO_2plus,frozenset({'K10213'})
R01776,map_rn2ko_viaKO_2plus,frozenset({'K19726'})
R01776,map_rn2ko_viaKO_2plus,frozenset({'K00651'})
R01776,map_rn2ko_viaKO_2plus,frozenset({'K00641'})
R01790,map_rn2ko_viaKO_2plus,frozenset({'K12047'})
R01790,map_rn2ko_viaKO_2plus,frozenset({'K01178'})
R01790,map_rn2ko_viaKO_2plus,frozenset({'K21574'})
R01791,map_rn2ko_viaKO_2plus,frozenset({'K12047'})
R01791,map_rn2ko_viaKO_2plus,frozenset({'K01178'})
R01791,map_rn2ko_viaKO_2plus,frozenset({'K01182'})
R01791,map_rn2ko_viaKO_2plus,frozenset({'K01203'})
R01791,map_rn2ko_viaKO_2plus,frozenset({'K21574'})
R01836,map_rn2ko_viaKO_2plus,frozenset({'K13370'})
R01836,map_rn2ko_viaKO_2plus,frozenset({'K13368'})
R01836,map_rn2ko_viaKO_2plus,frozenset({'K04119'})
R01836,map_rn2ko_viaKO_2plus,frozenset({'K05296'})
R01836,map_rn2ko_viaKO_2plus,frozenset({'K13369'})
R01838,map_rn2ko_viaKO_2plus,frozenset({'K10207'})
R01838,map_rn2ko_viaKO_2plus,frozenset({'K05296'})
R01838,map_rn2ko_viaKO_2plus,frozenset({'K04119'})
R01855,map_rn2ko_viaKO_2plus,frozenset({'K01519'})
R01855,map_rn2ko_viaKO_2plus,frozenset({'K02428'})
R01857,map_rn2ko_viaKO_2plus,frozenset({'K18533'})
R01857,map_rn2ko_viaKO_2plus,frozenset({'K00940'})
R01858,map_rn2ko_viaKO_2plus,frozenset({'K12406'})
R01858,map_rn2ko_viaKO_2plus,frozenset({'K00873'})
R01863,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R01863,map_rn2ko_viaKO_2plus,frozenset({'K09913'})
R01863,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R01872,map_rn2ko_viaKO_2plus,frozenset({'K05887'})
R01872,map_rn2ko_viaKO_2plus,frozenset({'K09484'})
R01876,map_rn2ko_viaKO_2plus,frozenset({'K00757'})
R01876,map_rn2ko_viaKO_2plus,frozenset({'K09913'})
R01876,map_rn2ko_viaKO_2plus,frozenset({'K00756'})
R01877,map_rn2ko_viaKO_2plus,frozenset({'K01119'})
R01877,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R01911,map_rn2ko_viaKO_2plus,frozenset({'K13248'})
R01911,map_rn2ko_viaKO_2plus,frozenset({'K07758'})
R01914,map_rn2ko_viaKO_2plus,frozenset({'K13366'})
R01914,map_rn2ko_viaKO_2plus,frozenset({'K00316'})
R01917,map_rn2ko_viaKO_2plus,frozenset({'K01460'})
R01917,map_rn2ko_viaKO_2plus,frozenset({'K01917'})
R01917,map_rn2ko_viaKO_2plus,frozenset({'K01833'})
R01918,map_rn2ko_viaKO_2plus,frozenset({'K01460'})
R01918,map_rn2ko_viaKO_2plus,frozenset({'K01833'})
R01923,map_rn2ko_viaKO_2plus,frozenset({'K19523'})
R01923,map_rn2ko_viaKO_2plus,frozenset({'K08765'})
R01923,map_rn2ko_viaKO_2plus,frozenset({'K08766'})
R01923,map_rn2ko_viaKO_2plus,frozenset({'K19524'})
R01931,map_rn2ko_viaKO_2plus,frozenset({'K01011'})
R01931,map_rn2ko_viaKO_2plus,frozenset({'K02439'})
R01936,map_rn2ko_viaKO_2plus,frozenset({'K05824'})
R01936,map_rn2ko_viaKO_2plus,frozenset({'K10978'})
R01936,map_rn2ko_viaKO_2plus,frozenset({'K17753'})
R01956,map_rn2ko_viaKO_2plus,frozenset({'K00816'})
R01956,map_rn2ko_viaKO_2plus,frozenset({'K00825'})
R01956,map_rn2ko_viaKO_2plus,frozenset({'K14264'})
R01961,map_rn2ko_viaKO_2plus,frozenset({'K18676'})
R01961,map_rn2ko_viaKO_2plus,frozenset({'K00844'})
R01967,map_rn2ko_viaKO_2plus,frozenset({'K15518'})
R01967,map_rn2ko_viaKO_2plus,frozenset({'K00904'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K03787'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K01081'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K08693'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K11751'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K20881'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K08722'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K19970'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K08723'})
R01968,map_rn2ko_viaKO_2plus,frozenset({'K24242'})
R01969,map_rn2ko_viaKO_2plus,frozenset({'K03783'})
R01969,map_rn2ko_viaKO_2plus,frozenset({'K03784'})
R01982,map_rn2ko_viaKO_2plus,frozenset({'K01213'})
R01982,map_rn2ko_viaKO_2plus,frozenset({'K01184'})
R01986,map_rn2ko_viaKO_2plus,frozenset({'K00149'})
R01986,map_rn2ko_viaKO_2plus,frozenset({'K14085'})
R01986,map_rn2ko_viaKO_2plus,frozenset({'K00128'})
R01992,map_rn2ko_viaKO_2plus,frozenset({'K05604'})
R01992,map_rn2ko_viaKO_2plus,frozenset({'K08660'})
R01994,map_rn2ko_viaKO_2plus,frozenset({'K03279'})
R01994,map_rn2ko_viaKO_2plus,frozenset({'K03276'})
R02000,map_rn2ko_viaKO_2plus,frozenset({'K22567'})
R02000,map_rn2ko_viaKO_2plus,frozenset({'K05297'})
R02000,map_rn2ko_viaKO_2plus,frozenset({'K21738'})
R02000,map_rn2ko_viaKO_2plus,frozenset({'K00529'})
R02009,map_rn2ko_viaKO_2plus,frozenset({'K21925'})
R02009,map_rn2ko_viaKO_2plus,frozenset({'K12467'})
R02013,map_rn2ko_viaKO_2plus,frozenset({'K15088'})
R02013,map_rn2ko_viaKO_2plus,frozenset({'K21926'})
R02013,map_rn2ko_viaKO_2plus,frozenset({'K21925'})
R02014,map_rn2ko_viaKO_2plus,frozenset({'K00524'})
R02014,map_rn2ko_viaKO_2plus,frozenset({'K00527'})
R02017,map_rn2ko_viaKO_2plus,"frozenset({'K10808', 'K10807'})"
R02017,map_rn2ko_viaKO_2plus,"frozenset({'K00526', 'K00525'})"
R02019,map_rn2ko_viaKO_2plus,"frozenset({'K10808', 'K10807'})"
R02019,map_rn2ko_viaKO_2plus,"frozenset({'K00526', 'K00525'})"
R02020,map_rn2ko_viaKO_2plus,frozenset({'K00524'})
R02020,map_rn2ko_viaKO_2plus,frozenset({'K00527'})
R02022,map_rn2ko_viaKO_2plus,frozenset({'K00524'})
R02022,map_rn2ko_viaKO_2plus,frozenset({'K00527'})
R02023,map_rn2ko_viaKO_2plus,frozenset({'K00524'})
R02023,map_rn2ko_viaKO_2plus,frozenset({'K00527'})
R02026,map_rn2ko_viaKO_2plus,frozenset({'K01739'})
R02026,map_rn2ko_viaKO_2plus,frozenset({'K01740'})
R02027,map_rn2ko_viaKO_2plus,frozenset({'K01114'})
R02027,map_rn2ko_viaKO_2plus,frozenset({'K18694'})
R02027,map_rn2ko_viaKO_2plus,frozenset({'K16619'})
R02029,map_rn2ko_viaKO_2plus,frozenset({'K01094'})
R02029,map_rn2ko_viaKO_2plus,"frozenset({'K01095', 'K18697', 'K01096'})"
R02051,map_rn2ko_viaKO_2plus,frozenset({'K17717'})
R02051,map_rn2ko_viaKO_2plus,frozenset({'K16860'})
R02051,map_rn2ko_viaKO_2plus,frozenset({'K01115'})
R02052,map_rn2ko_viaKO_2plus,frozenset({'K16619'})
R02052,map_rn2ko_viaKO_2plus,frozenset({'K01114'})
R02053,map_rn2ko_viaKO_2plus,frozenset({'K01047'})
R02053,map_rn2ko_viaKO_2plus,frozenset({'K16342'})
R02053,map_rn2ko_viaKO_2plus,frozenset({'K14621'})
R02053,map_rn2ko_viaKO_2plus,frozenset({'K14674'})
R02053,map_rn2ko_viaKO_2plus,frozenset({'K01058'})
R02053,map_rn2ko_viaKO_2plus,frozenset({'K16817'})
R02053,map_rn2ko_viaKO_2plus,frozenset({'K16343'})
R02054,map_rn2ko_viaKO_2plus,frozenset({'K16818'})
R02054,map_rn2ko_viaKO_2plus,frozenset({'K01058'})
