rn,url,ec,ko_list,num_ecs,num_kos,rule,notes
R12347,https://www.genome.jp/entry/R12347,3.1.1.105,K22097,1,1,,
R12348,https://www.genome.jp/entry/R12348,2.3.1.284,K23416,1,1,,
R12349,https://www.genome.jp/entry/R12349,2.4.1.362,K23396,1,1,,
R12357,https://www.genome.jp/entry/R12357,1.14.13.246,K23556,1,1,,
R12358,https://www.genome.jp/entry/R12358,1.14.13.246,K23556,1,1,,
R12359,https://www.genome.jp/entry/R12359,1.14.13.246,K23556,1,1,,
R12360,https://www.genome.jp/entry/R12360,1.14.13.246,K23556,1,1,,
R12361,https://www.genome.jp/entry/R12361,1.1.1.417,K23557,1,1,,
R12362,https://www.genome.jp/entry/R12362,1.1.1.417,K23557,1,1,,
R12363,https://www.genome.jp/entry/R12363,4.2.3.201,K23530,1,1,,
R12364,https://www.genome.jp/entry/R12364,4.2.3.202,K23530,1,1,,
R12365,https://www.genome.jp/entry/R12365,4.2.3.203,K23530,1,1,,
R12367,https://www.genome.jp/entry/R12367,1.14.14.171,K20622,1,1,,
R12368,https://www.genome.jp/entry/R12368,1.14.18.10,K14423,1,1,,
R12369,https://www.genome.jp/entry/R12369,1.14.18.10,K14423,1,1,,
R12370,https://www.genome.jp/entry/R12370,1.14.18.10,K14423,1,1,,
R12372,https://www.genome.jp/entry/R12372,1.14.18.11,K14424,1,1,,
R12373,https://www.genome.jp/entry/R12373,1.14.18.11,K14424,1,1,,
R12374,https://www.genome.jp/entry/R12374,1.14.18.11,K14424,1,1,,
R12380,https://www.genome.jp/entry/R12380,2.3.1.287,K12431,1,1,,
R12381,https://www.genome.jp/entry/R12381,2.3.1.287,K12431,1,1,,
R12382,https://www.genome.jp/entry/R12382,2.4.1.363,K23520,1,1,,
R12383,https://www.genome.jp/entry/R12383,2.4.1.364,K23521,1,1,,
R12384,https://www.genome.jp/entry/R12384,2.4.1.364,K23521,1,1,,
R12385,https://www.genome.jp/entry/R12385,2.4.1.365,K23522,1,1,,
R12386,https://www.genome.jp/entry/R12386,2.4.1.365,K23522,1,1,,
R12388,https://www.genome.jp/entry/R12388,2.4.1.367,K23524,1,1,,
R12389,https://www.genome.jp/entry/R12389,2.4.1.368,K23525,1,1,,
R12390,https://www.genome.jp/entry/R12390,3.1.1.106,K23518,1,1,,
R12391,https://www.genome.jp/entry/R12391,3.1.1.106,K23518,1,1,,
R12392,https://www.genome.jp/entry/R12392,3.7.1.24,K23519,1,1,,
R12393,https://www.genome.jp/entry/R12393,6.2.1.57,K12425,1,1,,
R12394,https://www.genome.jp/entry/R12394,6.2.1.57,K12425,1,1,,
R12395,https://www.genome.jp/entry/R12395,6.2.1.57,K12425,1,1,,
R12396,https://www.genome.jp/entry/R12396,6.2.1.57,K12425,1,1,,
R12397,https://www.genome.jp/entry/R12397,6.2.1.57,K12425,1,1,,
R12398,https://www.genome.jp/entry/R12398,6.2.1.57,K12425,1,1,,
R12406,https://www.genome.jp/entry/R12406,1.1.1.170,K07748,1,1,,
R12416,https://www.genome.jp/entry/R12416,1.14.19.25,K10257,1,1,,
R12422,https://www.genome.jp/entry/R12422,1.18.1.7,K14581,1,1,,
R12453,https://www.genome.jp/entry/R12453,1.3.1.120,K23738,1,1,,
R12456,https://www.genome.jp/entry/R12456,4.2.3.204,K23724,1,1,,
R12457,https://www.genome.jp/entry/R12457,1.8.1.21,,1,0,,
R12458,https://www.genome.jp/entry/R12458,2.1.1.142,,1,0,,
R12461,https://www.genome.jp/entry/R12461,1.14.11.67,K11446,1,1,,
R12462,https://www.genome.jp/entry/R12462,1.14.99.66,K11450,1,1,,
R12463,https://www.genome.jp/entry/R12463,1.14.99.66,K11450,1,1,,
R12464,https://www.genome.jp/entry/R12464,1.14.99.66,K11450,1,1,,
R12465,https://www.genome.jp/entry/R12465,2.3.1.288,K22795,1,1,,
R12466,https://www.genome.jp/entry/R12466,2.3.1.288,K22795,1,1,,
R12469,https://www.genome.jp/entry/R12469,2.4.1.369,K23725,1,1,,
R12470,https://www.genome.jp/entry/R12470,2.4.1.369,K23725,1,1,,
R12471,https://www.genome.jp/entry/R12471,2.4.1.369,K23725,1,1,,
R12472,https://www.genome.jp/entry/R12472,2.4.1.370,K22721,1,1,,
R12473,https://www.genome.jp/entry/R12473,3.1.1.107,K23721,1,1,,
R12474,https://www.genome.jp/entry/R12474,3.1.1.107,K23721,1,1,,
R12475,https://www.genome.jp/entry/R12475,3.1.1.107,K23721,1,1,,
R12476,https://www.genome.jp/entry/R12476,3.1.1.107,K23721,1,1,,
R12477,https://www.genome.jp/entry/R12477,3.2.1.209,K23741,1,1,,
R12478,https://www.genome.jp/entry/R12478,3.5.1.133,K23726,1,1,,
R12483,https://www.genome.jp/entry/R12483,1.1.1.419,K23990,1,1,,
R12484,https://www.genome.jp/entry/R12484,1.1.1.419,K23990,1,1,,
R12485,https://www.genome.jp/entry/R12485,6.2.1.58,,1,0,,
R12486,https://www.genome.jp/entry/R12486,4.1.1.118,,1,0,,
R12490,https://www.genome.jp/entry/R12490,4.2.3.205,K23873,1,1,,
R12491,https://www.genome.jp/entry/R12491,5.4.99.67,K23874,1,1,,
R12492,https://www.genome.jp/entry/R12492,2.8.3.17,K13607,1,1,,
R12493,https://www.genome.jp/entry/R12493,2.8.3.17,K13607,1,1,,
R12494,https://www.genome.jp/entry/R12494,6.2.1.60,K23875,1,1,,
R12495,https://www.genome.jp/entry/R12495,6.2.1.60,K23875,1,1,,
R12496,https://www.genome.jp/entry/R12496,2.3.1.26,K00637,1,1,,
R12502,https://www.genome.jp/entry/R12502,1.1.1.420,K23244,1,1,,
R12503,https://www.genome.jp/entry/R12503,1.1.1.421,K23245,1,1,,
R12504,https://www.genome.jp/entry/R12504,4.1.1.119,,1,0,,
R12506,https://www.genome.jp/entry/R12506,2.1.4.3,,1,0,,
R12508,https://www.genome.jp/entry/R12508,1.10.3.17,K12262,1,1,,
R12509,https://www.genome.jp/entry/R12509,1.14.11.70,K24001,1,1,,
R12510,https://www.genome.jp/entry/R12510,1.14.11.70,K24001,1,1,,
R12511,https://www.genome.jp/entry/R12511,1.14.13.247,K24003,1,1,,
R12512,https://www.genome.jp/entry/R12512,1.14.13.247,K24003,1,1,,
R12513,https://www.genome.jp/entry/R12513,3.5.1.134,,1,0,,
R12514,https://www.genome.jp/entry/R12514,3.4.13.23,K23980,1,1,,
R12515,https://www.genome.jp/entry/R12515,3.1.1.113,,1,0,,
R12516,https://www.genome.jp/entry/R12516,3.1.1.112,K23978,1,1,,
R12521,https://www.genome.jp/entry/R12521,5.5.1.35,K01861,1,1,,
R12522,https://www.genome.jp/entry/R12522,1.1.1.422,,1,0,,
R12523,https://www.genome.jp/entry/R12523,1.3.1.121,K24002,1,1,,
R12524,https://www.genome.jp/entry/R12524,2.1.1.363,K23973,1,1,,
R12527,https://www.genome.jp/entry/R12527,2.4.1.372,K23974,1,1,,
R12528,https://www.genome.jp/entry/R12528,2.4.1.373,K23981,1,1,,
R12529,https://www.genome.jp/entry/R12529,2.4.1.374,K23982,1,1,,
R12530,https://www.genome.jp/entry/R12530,2.7.1.230,K23983,1,1,,
R12531,https://www.genome.jp/entry/R12531,3.1.3.107,K23984,1,1,,
R12532,https://www.genome.jp/entry/R12532,3.6.1.69,K23258,1,1,,
R12533,https://www.genome.jp/entry/R12533,3.6.1.69,K23258,1,1,,
R12534,https://www.genome.jp/entry/R12534,1.3.8.15,K24016,1,1,,
R12535,https://www.genome.jp/entry/R12535,1.3.8.15,K24016,1,1,,
R12536,https://www.genome.jp/entry/R12536,1.3.8.15,K24016,1,1,,
R12537,https://www.genome.jp/entry/R12537,3.1.1.111,K13618,1,1,,
R12538,https://www.genome.jp/entry/R12538,1.14.14.22,K22220,1,1,,
R12540,https://www.genome.jp/entry/R12540,1.14.16.1,K00500,1,1,,
R12541,https://www.genome.jp/entry/R12541,1.14.16.2,K00501,1,1,,
R12542,https://www.genome.jp/entry/R12542,1.14.16.4,K00502,1,1,,
R12543,https://www.genome.jp/entry/R12543,1.14.16.7,K03393,1,1,,
R12544,https://www.genome.jp/entry/R12544,1.14.99.46,K09018,1,1,,
R12545,https://www.genome.jp/entry/R12545,1.14.99.46,K09018,1,1,,
R12546,https://www.genome.jp/entry/R12546,1.14.99.46,K09018,1,1,,
R12547,https://www.genome.jp/entry/R12547,1.14.99.46,K09018,1,1,,
R12548,https://www.genome.jp/entry/R12548,2.1.1.74,K04094,1,1,,
R12550,https://www.genome.jp/entry/R12550,1.14.14.139,K07431,1,1,,
R12560,https://www.genome.jp/entry/R12560,1.1.1.423,,1,0,,
R12569,https://www.genome.jp/entry/R12569,1.1.98.7,K24118,1,1,,
R12572,https://www.genome.jp/entry/R12572,6.2.1.63,K24101,1,1,,
R12573,https://www.genome.jp/entry/R12573,6.2.1.63,K24101,1,1,,
R12574,https://www.genome.jp/entry/R12574,6.2.1.63,K24101,1,1,,
R12575,https://www.genome.jp/entry/R12575,6.2.1.62,K24110,1,1,,
R12579,https://www.genome.jp/entry/R12579,1.11.1.26,K24119,1,1,,
R12580,https://www.genome.jp/entry/R12580,2.9.1.3,K06917,1,1,,
R12581,https://www.genome.jp/entry/R12581,2.9.1.3,K06917,1,1,,
R12582,https://www.genome.jp/entry/R12582,2.9.1.3,K06917,1,1,,
R12583,https://www.genome.jp/entry/R12583,2.9.1.3,K06917,1,1,,
R12585,https://www.genome.jp/entry/R12585,1.14.18.12,K24121,1,1,,
R12587,https://www.genome.jp/entry/R12587,3.1.3.108,K18764,1,1,,
R12588,https://www.genome.jp/entry/R12588,3.13.1.9,,1,0,,
R12589,https://www.genome.jp/entry/R12589,3.6.1.73,K01529,1,1,,
R12591,https://www.genome.jp/entry/R12591,1.17.99.8,K24122,1,1,,
R12592,https://www.genome.jp/entry/R12592,1.17.99.8,K24122,1,1,,
R12593,https://www.genome.jp/entry/R12593,1.14.16.5,K15537,1,1,,
R12607,https://www.genome.jp/entry/R12607,2.7.7.69,K14190,1,1,,
R12609,https://www.genome.jp/entry/R12609,4.1.1.120,K23248,1,1,,
R12610,https://www.genome.jp/entry/R12610,4.1.1.121,K24268,1,1,,
R12612,https://www.genome.jp/entry/R12612,4.1.2.62,K24269,1,1,,
R12613,https://www.genome.jp/entry/R12613,4.1.2.62,K24269,1,1,,
R12614,https://www.genome.jp/entry/R12614,1.13.11.90,K24290,1,1,,
R12615,https://www.genome.jp/entry/R12615,1.14.11.72,K24291,1,1,,
R12616,https://www.genome.jp/entry/R12616,2.7.1.231,K23247,1,1,,
R12617,https://www.genome.jp/entry/R12617,1.14.14.172,K24293,1,1,,
R12618,https://www.genome.jp/entry/R12618,1.14.14.172,K24293,1,1,,
R12619,https://www.genome.jp/entry/R12619,1.14.14.172,K24293,1,1,,
R12620,https://www.genome.jp/entry/R12620,1.3.1.34,K00219,1,1,,
R12623,https://www.genome.jp/entry/R12623,3.5.1.110,K09020,1,1,,
R12624,https://www.genome.jp/entry/R12624,3.5.1.110,K09020,1,1,,
R12625,https://www.genome.jp/entry/R12625,3.5.1.110,K09020,1,1,,
R12631,https://www.genome.jp/entry/R12631,1.8.2.7,K24299,1,1,,
R12632,https://www.genome.jp/entry/R12632,2.1.1.365,K24288,1,1,,
R12633,https://www.genome.jp/entry/R12633,2.7.4.33,K23753,1,1,,
R12634,https://www.genome.jp/entry/R12634,3.2.1.214,K24289,1,1,,
R12635,https://www.genome.jp/entry/R12635,3.5.1.135,K09900,1,1,,
R12636,https://www.genome.jp/entry/R12636,2.4.99.22,,1,0,,
R12639,https://www.genome.jp/entry/R12639,2.5.1.142,K22423,1,1,,
R12640,https://www.genome.jp/entry/R12640,6.2.1.65,K24408,1,1,,
R12641,https://www.genome.jp/entry/R12641,6.2.1.65,K24408,1,1,,
R12642,https://www.genome.jp/entry/R12642,6.2.1.65,K24408,1,1,,
R12645,https://www.genome.jp/entry/R12645,1.14.11.73,K10277,1,1,,
R12647,https://www.genome.jp/entry/R12647,2.7.7.106,,1,0,,
R12649,https://www.genome.jp/entry/R12649,2.7.8.28,K11212,1,1,,
R12650,https://www.genome.jp/entry/R12650,1.14.11.74,K24448,1,1,,
R12651,https://www.genome.jp/entry/R12651,1.14.11.75,K24449,1,1,,
R12662,https://www.genome.jp/entry/R12662,1.13.11.91,K24700,1,1,,
R12663,https://www.genome.jp/entry/R12663,1.14.11.76,K24701,1,1,,
R12664,https://www.genome.jp/entry/R12664,5.1.3.44,K24671,1,1,,
R12665,https://www.genome.jp/entry/R12665,5.3.1.36,K24672,1,1,,
R12666,https://www.genome.jp/entry/R12666,2.1.1.373,K24666,1,1,,
R12667,https://www.genome.jp/entry/R12667,2.1.1.374,K24667,1,1,,
R12668,https://www.genome.jp/entry/R12668,2.2.1.13,,1,0,,
R12669,https://www.genome.jp/entry/R12669,2.5.1.153,K15911,1,1,,
R12670,https://www.genome.jp/entry/R12670,3.1.1.115,K23246,1,1,,
R12671,https://www.genome.jp/entry/R12671,3.5.1.136,K22408,1,1,,
R12672,https://www.genome.jp/entry/R12672,3.7.1.27,K24668,1,1,,
R12674,https://www.genome.jp/entry/R12674,1.14.99.67,K24704,1,1,,
R12675,https://www.genome.jp/entry/R12675,1.14.99.68,K24705,1,1,,
R12676,https://www.genome.jp/entry/R12676,1.14.99.69,K06169,1,1,,
R12682,https://www.genome.jp/entry/R12682,1.17.99.9,K02259,1,1,,
R12684,https://www.genome.jp/entry/R12684,1.4.3.26,K24693,1,1,,
R12685,https://www.genome.jp/entry/R12685,1.4.3.26,K24693,1,1,,
R12689,https://www.genome.jp/entry/R12689,2.8.1.2,K01011,1,1,,
R12690,https://www.genome.jp/entry/R12690,2.8.1.2,K01011,1,1,,
R12692,https://www.genome.jp/entry/R12692,2.6.1.63,,1,0,,
R12693,https://www.genome.jp/entry/R12693,2.6.1.63,,1,0,,
R12694,https://www.genome.jp/entry/R12694,2.6.1.63,,1,0,,
R12710,https://www.genome.jp/entry/R12710,4.2.1.161,K08977,1,1,,
R12713,https://www.genome.jp/entry/R12713,1.1.1.425,K24995,1,1,,
R12714,https://www.genome.jp/entry/R12714,1.14.14.177,K17731,1,1,,
R12715,https://www.genome.jp/entry/R12715,1.14.19.78,,1,0,,
R12716,https://www.genome.jp/entry/R12716,1.14.19.78,,1,0,,
R12717,https://www.genome.jp/entry/R12717,1.14.19.78,,1,0,,
R12719,https://www.genome.jp/entry/R12719,5.3.3.23,K25035,1,1,,
R12721,https://www.genome.jp/entry/R12721,6.2.1.66,K04780,1,1,,
R12722,https://www.genome.jp/entry/R12722,6.2.1.66,K04780,1,1,,
R12723,https://www.genome.jp/entry/R12723,6.2.1.66,K04780,1,1,,
R12724,https://www.genome.jp/entry/R12724,1.3.98.7,K24696,1,1,,
R12725,https://www.genome.jp/entry/R12725,6.2.1.67,K12912,1,1,,
R12726,https://www.genome.jp/entry/R12726,6.2.1.67,K12912,1,1,,
R12727,https://www.genome.jp/entry/R12727,6.2.1.67,K12912,1,1,,
R12728,https://www.genome.jp/entry/R12728,6.2.1.68,,1,0,,
R12729,https://www.genome.jp/entry/R12729,6.2.1.68,,1,0,,
R12730,https://www.genome.jp/entry/R12730,6.2.1.68,,1,0,,
R12731,https://www.genome.jp/entry/R12731,2.2.1.14,K00617,1,1,,
R12732,https://www.genome.jp/entry/R12732,2.3.1.300,,1,0,,
R12733,https://www.genome.jp/entry/R12733,2.3.1.300,,1,0,,
R12734,https://www.genome.jp/entry/R12734,2.3.1.300,,1,0,,
R12735,https://www.genome.jp/entry/R12735,2.3.1.301,K11608,1,1,,
R12736,https://www.genome.jp/entry/R12736,2.3.1.302,K25042,1,1,,
R12737,https://www.genome.jp/entry/R12737,2.3.1.302,K25042,1,1,,
R12738,https://www.genome.jp/entry/R12738,2.3.1.303,,1,0,,
R12739,https://www.genome.jp/entry/R12739,2.4.1.377,,1,0,,
R12740,https://www.genome.jp/entry/R12740,2.4.1.378,,1,0,,
R12741,https://www.genome.jp/entry/R12741,2.4.1.379,,1,0,,
R12742,https://www.genome.jp/entry/R12742,2.4.1.380,,1,0,,
R12743,https://www.genome.jp/entry/R12743,2.4.1.381,,1,0,,
R12744,https://www.genome.jp/entry/R12744,2.4.1.382,,1,0,,
R12745,https://www.genome.jp/entry/R12745,2.4.1.383,,1,0,,
R12746,https://www.genome.jp/entry/R12746,2.7.1.232,K25043,1,1,,
R12747,https://www.genome.jp/entry/R12747,2.7.4.34,K22468,1,1,,
R12748,https://www.genome.jp/entry/R12748,3.1.1.117,K25010,1,1,,
R12749,https://www.genome.jp/entry/R12749,3.1.4.61,,1,0,,
R12750,https://www.genome.jp/entry/R12750,4.1.99.26,K24696,1,1,,
R12758,https://www.genome.jp/entry/R12758,4.1.99.1,K01667,1,1,,
R12759,https://www.genome.jp/entry/R12759,4.1.99.2,K01668,1,1,,
,,,1306,,,,
